Fecha registrada,Latitud Aproximada,Longitud Aproximada,Nombre del Encuestador o Encuestadora,Tipo de negocio,¿El negocio tiene reja para entrar? (¿los consumidores pueden entrar a la tienda para escoger y comprar los productos?),Nombre del negocio,Campus,Año de apertura del negocio,¿Cuántas personas trabajaron para este negocio (con o sin paga) durante el mes anterior?,¿Cuántas personas trabajaron con un salario fijo durante el último mes?,"En tres meses, ¿esperas que el número total de trabajadores del negocio aumente, disminuya o permanezca igual?","Durante el último mes, ¿tuviste más, menos, o el mismo número de clientes en tu negocio?","¿Esperas que en tres meses tengas más, menos o el mismo número de clientes en tu negocio?","¿Tus ventas actuales están mejor, peor o igual en comparación con hace un mes?",¿Por qué piensas que las ventas incrementaron/disminuyeron/permanecieron igual? (opcional),"¿Esperas que las ventas de tu negocio en tres meses sean mayores, menores o iguales?","¿Durante el último mes tu nivel de inventario aumentó, disminuyó o permaneció igual?","¿Esperas que dentro de tres meses el nivel de inventario incremente, disminuya o permanezca igual?","Actualmente, ¿sientes que tu nivel de inventario es demasiado grande, muy poco o está en su nivel correcto?","En promedio, ¿el precio de venta de los productos que vende este establecimiento aumentó, bajó o permaneció igual a hace un mes?","¿Dentro de tres meses, esperas que los precios de los productos que vendes aumenten, disminuyan o permanezcan igual?",Qué tanto impacta a tu negocio: - El crimen,Qué tanto impacta a tu negocio: - La falta de crédito,Qué tanto impacta a tu negocio: - El incremento en el precio de los bienes,Qué tanto impacta a tu negocio: - La competencia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Bancos,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Proveedores,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Familia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Gobierno,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Ahorros populares (tandas),¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Crédito privado,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? Otro (OPCIONAL),¿Cuál es la razón principal por la que tu negocio no tiene un crédito bancario?,"Asume que tienes los medios para hacer crecer tu negocio, ¿quisieras que tu negocio creciera? (por ejemplo, con más empleados, más productos, un local más grande)",¿Cuál es la razón principal por la que no quieres que tu negocio crezca?,¿Cuál sería el salario mensual más bajo que estaría dispuesto a aceptar para cerrar el negocio y,Horario de apertura,Horario de cierre,Sexo del dueño o dueña,¿El local de su negocio es rentado o propio?,Educación del dueño,Edad del dueño o dueña
01/10/2024 20:08,19.4342,-99.0559,Alejandro Labrado,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Felipillo ,Chihuahua,2014,2,2,Permanezca igual,,,Igual,,Mayores,Aumentó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Algo,Moderado,No,No,No,No,Sí,No,,No necesito un crédito,Sí,,14000,08:00 a. m.,06:30 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
01/10/2024 20:09,19.4342,-99.0559,Daniel Montana Cano,Miscelanea o Tienda de Abarrotes,No,Abarrotes doña luly,Chihuahua,2002,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,,,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Mucho,No,No,No,No,No,No,,No necesito un crédito,Sí,,13000,08:00 a. m.,10:00 p. m.,Mujer,Propio,,De 31 a 40
01/10/2024 20:18,19.4342,-99.0559,Daniel Montana Cano,Miscelanea o Tienda de Abarrotes,No,Abarrotes Yoli,Chihuahua,2005,0 - Sólo trabaja el dueño o dueña,1,Permanezca igual,,,Peor,Un nuevo Alsuper ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Mucho,No,No,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,Ninguno,08:00 a. m.,09:00 p. m.,Mujer,Rentado,Universidad y más,De 51 a 60
01/10/2024 20:18,19.4342,-99.0559,Alejandro Labrado ,Miscelanea o Tienda de Abarrotes,Sí,El Jardín,Chihuahua,2009,4,4,Permanezca igual,,,Mejor,Los niños entraron a la escuela ,Mayores,Disminuyó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Moderado,Poco,Sí,Sí,No,No,No,No,,No necesito un crédito,Sí,,20000,08:30 a. m.,08:00 p. m.,Mujer,Propio,Universidad y más,De 41 a 50
01/10/2024 21:26,28.85,-106.2773,Luisa Vera ,Venta de huevos,No,BOFER,Chihuahua,2020,3,1,Permanezca igual,,,Mejor,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Poco,Moderado,Poco,No,No,Sí,No,No,Sí,,No necesito un crédito,Sí,,"35,000",08:00 a. m.,05:00 p. m.,Hombre,Propio,Universidad y más,De 21 a 30
01/10/2024 21:28,28.998,-106.229,Rosy,Miscelanea o Tienda de Abarrotes,No,Abarrotes Rosy ,Chihuahua,1993,1,1,Permanezca igual,,,Peor,,Iguales,Disminuyó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Mucho,Mucho,Mucho,Mucho,No,Sí,Sí,No,Sí,No,,Las tasas de interés son muy altas,No,Porque está satisfecho con su negocio,20000,08:00 a. m.,10:00 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
01/10/2024 21:30,28.85,-106.2773,Luisa Vera,Carnicería,Sí,Grupo Vermart ,Chihuahua,2016,9,9,Permanezca igual,,,Peor,competencia de precios ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Moderado,Nada,Mucho,Moderado,Sí,Sí,Sí,No,No,Sí,banco ,No necesito un crédito,Sí,,"400,000",07:00 a. m.,06:30 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
01/10/2024 21:37,28.85,-106.2773,Luisa Vera ,Miscelanea o Tienda de Abarrotes,Sí,Super chihuas ,Chihuahua,2000,5,5,Permanezca igual,,,Mejor,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Moderado,Poco,Moderado,Algo,Sí,Sí,Sí,No,No,No,,No necesito un crédito,No,Porque sería muy complicado administrarlo,"60,000",07:00 a. m.,10:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
01/10/2024 22:06,28.7791,-106.0786,Hugo Rivera Hernández,Miscelanea o Tienda de Abarrotes,No,Dar Q Snacks,Chihuahua,1996,1,1,Permanezca igual,,,Mejor,"Aumento de estudiantes, hay más flujo de gente",Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Nada,Moderado,Nada,No,No,No,No,No,No,No,No necesito un crédito,Sí,,"5,600",08:30 a. m.,09:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
01/10/2024 22:18,28.998,-106.229,Carlos Josue Ortega Esquivel,Miscelanea o Tienda de Abarrotes,Sí,Abarroteria Chavez ,Chihuahua,1990,1,1,Permanezca igual,,,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Poco,Poco,Poco,Poco,No,No,No,No,No,No,,Las tasas de interés son muy altas,No,Porque sería muy complicado administrarlo,30000,08:00 a. m.,10:00 p. m.,Mujer,Propio,Secundaria,De 51 a 60
01/10/2024 22:27,28.998,-106.229,Carlos Josue Ortega Esquivel,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes González ,Chihuahua,2014,3,3,Permanezca igual,,,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Nada,Poco,No,No,No,No,No,No,,Las tasas de interés son muy altas,Sí,,50000,09:00 a. m.,09:00 p. m.,Hombre,Propio,Secundaria,Más de 60
01/10/2024 22:55,28.7791,-106.0786,Hugo Rivera Hernández,Miscelanea o Tienda de Abarrotes,No,Abarrotes el pino,Chihuahua,1994,1,1,Permanezca igual,,,Mejor,"Influye mucho los días de asueto, vacaciones, por temporada, por el calor aumentan la mayoría de los productos, inclusive los panes se venden en frío.",Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Algo,Poco,No,Sí,No,No,No,No,No,No necesito un crédito,Sí,,"4,000",07:00 a. m.,09:00 p. m.,Hombre,Propio,Secundaria,De 51 a 60
01/10/2024 23:03,28.7791,-106.0786,Hugo Rivera Hernández,Cervecería o licorería,No,Six mix,Chihuahua,2023,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,,,Igual,Igual,Menores,Permaneció igual,Disminuya,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,No,No,No,No,No,No,No,No necesito un crédito,Sí,,"20,000",09:00 a. m.,09:00 p. m.,Mujer,Rentado,Secundaria,De 51 a 60
02/10/2024 01:00,28.7137,-106.209,Said Castellanos,Fondita/Mini Resutaurante,No,Elotes angelito,Chihuahua,1994,3,3,Permanezca igual,,,Mejor,Temporada,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Moderado,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,10000,11:00 a. m.,08:30 p. m.,Hombre,Propio,Preparatoria,De 31 a 40
02/10/2024 11:16,28.7137,-106.209,Luisa vera,Fondita/Mini Resutaurante,Sí,Carnitas el gomas ,Chihuahua,2016,3,3,Permanezca igual,,,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Poco,Moderado,Moderado,No,Sí,Sí,No,No,No,,No necesito un crédito,Sí,,"80,000",07:00 a. m.,05:30 p. m.,Hombre,Rentado,Universidad y más,De 31 a 40
02/10/2024 12:25,28.7137,-106.209,jose gaytan,Carnicería,No,san agustin,Chihuahua,2011,4,4,Aumente,,,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Moderado,No,No,No,No,No,No,,No necesito un crédito,Sí,,50000,07:30 a. m.,10:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
02/10/2024 12:45,28.7137,-106.209,Jose Francisco Gaytan,Miscelanea o Tienda de Abarrotes,Sí,mini super alicia,Chihuahua,2004,2,2,Disminuya,,,Igual,,Iguales,Permaneció igual,Incremente,Demsiado grande,Permaneció igual,Aumenten,Moderado,Moderado,Algo,Poco,No,No,No,No,No,No,,Los procedimientos para aplicar son complicados,Sí,,30000,09:00 a. m.,05:00 p. m.,Mujer,Rentado,Preparatoria,Más de 60
02/10/2024 14:06,28.998,-106.229,Migue ángel ,Carnicería,No,Carnicería y tienda los amigos ,Chihuahua,1988,2,2,Permanezca igual,,,Peor,,Menores,Disminuyó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Mucho,Moderado,Algo,Mucho,No,No,No,No,No,No,,Los requerimientos de garantía son muy altos,No,Porque teme a la inseguridad,13000,08:00 a. m.,07:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
02/10/2024 14:13,28.7791,-106.0786,Sebastian,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes urías ,Chihuahua,2014,3,3,Permanezca igual,,,Peor,,Mayores,Disminuyó,Incremente,Muy poco,Aumentó,Permanezcan igual,Nada,Moderado,Mucho,Nada,No,Sí,No,No,Sí,No,,Las tasas de interés son muy altas,No,Porque está satisfecho con su negocio,20000,08:00 a. m.,09:30 p. m.,Mujer,Propio,Secundaria,Más de 60
02/10/2024 16:40,28.7137,-106.209,Elena,Carnicería,Sí,Carnicería Escudero,Chihuahua,2015,3,3,Permanezca igual,,,Mejor,"por el tipo de la calidad del producto, como por ejemplo que las frutas y verduras vengan en buena condición ",Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Moderado,Sí,Sí,No,No,No,Sí,,No necesito un crédito,No,Porque sería muy complicado administrarlo,2500,08:00 a. m.,09:00 p. m.,Hombre,Propio,Universidad y más,De 41 a 50
02/10/2024 16:48,28.7137,-106.209,Camila Oronoz Macias ,Carnicería,Sí,Carnes y Frutas Escudero,Chihuahua,2015,3,3,Permanezca igual,,,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Moderado,Sí,Sí,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,2500,08:00 a. m.,09:00 p. m.,Hombre,Propio,Universidad y más,De 41 a 50
02/10/2024 16:53,28.7137,-106.209,Camila Oronoz Macias ,Cafetería,Sí,Veroni Café ,Chihuahua,2019,2,2,Aumente,,,Igual,,Iguales,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Mucho,Sí,Sí,Sí,No,No,No,,No necesito un crédito,Sí,,3000,08:00 a. m.,10:00 p. m.,Mujer,Propio,Universidad y más,De 31 a 40
02/10/2024 16:56,28.7137,-106.209,Camila Oronoz Macias ,Panadería,Sí,San Carlos Panadería ,Chihuahua,2009,1,1,Permanezca igual,,,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Bajó,Aumenten,Nada,Nada,Poco,Algo,Sí,Sí,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,1500,07:00 a. m.,08:30 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
02/10/2024 18:14,19.4342,-99.0559,José Emilio Gallo Hernández ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Mage ,Chihuahua,2002,3,1,Permanezca igual,,,Mejor,Publicidad (Bandera),Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Algo,Mucho,Mucho,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,8000,06:30 a. m.,09:00 p. m.,Mujer,Rentado,Preparatoria,De 31 a 40
02/10/2024 22:18,28.7137,-106.209,Mario Valdez A01563333 Tec de Mty,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes la pequeña ,Chihuahua,2002,2,0,Permanezca igual,,,Igual,Por qué es una tienda con tradición ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Moderado,Moderado,No,No,Sí,No,No,No,,No creo que me lo aprobarían,Sí,,"20,000",08:00 a. m.,09:00 p. m.,Hombre,Propio,Secundaria,De 51 a 60
02/10/2024 22:43,19.4342,-99.0559,Hugo Rivera Hernández,Cervecería o licorería,No,Rey de las cervezas,Chihuahua,1997,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,,,Mejor,Depende del periodo ya sea temporada ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Nada,Algo,No,No,No,No,No,No,No,No necesito un crédito,Sí,,16000,02:00 p. m.,10:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
03/10/2024 01:14,28.8329,-106.2868,Elías González ,Miscelanea o Tienda de Abarrotes,No,Novedad de Lulú ,Chihuahua,2013,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,,,Igual,Por qué se tiene la misma demanda de productos ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Poco,No,No,No,Sí,No,No,,No necesito un crédito,Sí,,No aceptaría ,07:00 a. m.,06:00 p. m.,Mujer,Rentado,Preparatoria,De 51 a 60
03/10/2024 04:01,28.7137,-106.209,Demian Emilio Varela Perez,Fondita/Mini Resutaurante,Sí,Camarones Box,Chihuahua,2021,2,2,Permanezca igual,,,Peor,Temporada,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Poco,Moderado,Algo,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,35000,11:00 a. m.,07:00 p. m.,Preferencia de no especificar,Rentado,Universidad y más,De 31 a 40
04/10/2024 00:47,28.998,-106.229,Carlos Ortega ,Miscelanea o Tienda de Abarrotes,No,Súper Villa Rico,Chihuahua,2005,3,3,Permanezca igual,,,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Poco,Moderado,No,Sí,No,No,No,No,,Las tasas de interés son muy altas,Sí,,30000,08:00 a. m.,08:00 p. m.,Mujer,Propio,Preparatoria,Más de 60
08/10/2024 16:12,,,Jose Avitia ,Fondita/Mini Resutaurante,No,Jaja,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2024 23:35,,,Camila Oronoz Macias,Carnicería,Sí,Carnicería Escudero,Chihuahua,1983,1,4,Disminuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/2024 16:49,,,Camila Oronoz Macias ,Cafetería,Sí,Verónica Café,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2024 14:24,,,.,Miscelanea o Tienda de Abarrotes,Sí,./,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2024 19:17,,,1,Fondita/Mini Resutaurante,Sí,1,Chihuahua,1984,0 - Sólo trabaja el dueño o dueña,1,Aumente,,,Mejor,,Menores,Disminuyó,Disminuya,Muy poco,Aumentó,Aumenten,Poco,Nada,Nada,Nada,Sí,Sí,Sí,Sí,Sí,Sí,,,No,,,,,,,,
24/10/2024 18:09,29.0248,-111.474,.,Pollería,Sí,.,Sonora Norte,1987,2,1,Disminuya,,,Mejor,calor,Mayores,Permaneció igual,Disminuya,En su nivel correcto,Aumentó,Disminuyan,Mucho,Mucho,Algo,Algo,,,Sí,No,Sí,,,No creo que me lo aprobarían,Sí,,10000,10:30 a. m.,01:00 p. m.,Preferencia de no especificar,Rentado,Sin estudios,Más de 60
24/10/2024 18:12,29.0248,-111.474,CFR,Pollería,Sí,La Polleria de Toño,Sonora Norte,1980,5,2,Permanezca igual,,,Peor,por la carestia,Menores,Disminuyó,Incremente,Muy poco,Aumentó,Disminuyan,Moderado,Moderado,Moderado,Moderado,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,,23000,07:00 a. m.,11:00 p. m.,Mujer,Propio,Preparatoria,De 31 a 40
30/10/2024 12:24,25.6994,-100.5245,Alejandro Aarón Gonzalez Estrada,Miscelanea o Tienda de Abarrotes,Sí,prueba,Monterrey,1980,5,2,Permanezca igual,,,Peor,,Menores,Permaneció igual,Incremente,Demsiado grande,Bajó,Aumenten,Moderado,Moderado,Moderado,Moderado,Sí,,,,,,,,No,Porque está satisfecho con su negocio,50000,09:00 a. m.,10:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
30/10/2024 13:08,25.6484,-100.3195,Héctor Benavides Ocampo,Miscelanea o Tienda de Abarrotes,No,Fruteria Gallegos,Monterrey,2015,3,1,Permanezca igual,,,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Nada,Algo,No,Sí,Sí,No,No,No,,Los requerimientos de garantía son muy altos,Sí,,10 000,08:00 a. m.,09:00 p. m.,Hombre,Propio,Universidad y más,Más de 60
30/10/2024 15:02,25.6452,-100.0838,D,Verdulería o Frutería,No,D,Monterrey,1988,4,3,Disminuya,,,Mejor,,Mayores,Disminuyó,Disminuya,Demsiado grande,Bajó,Disminuyan,Moderado,Moderado,Moderado,Moderado,No,No,No,No,No,No,no,No creo que me lo aprobarían,No,Porque teme a la inseguridad,no,07:30 a. m.,09:30 p. m.,Mujer,Propio,Secundaria,De 41 a 50
30/10/2024 19:05,25.6819,-100.2631,Alberto Balderas Gómez,Miscelanea o Tienda de Abarrotes,Sí,Súper Enriques,Monterrey,2000,4,4,Permanezca igual,,,Peor,La comunidad que compra en el negocio es puro local con muy poco afuera del area que lo rodea,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Moderado,Poco,Nada,Nada,No,No,Sí,No,Sí,Sí,,No necesito un crédito,Sí,,"50,000 por mes",07:30 a. m.,09:00 p. m.,Hombre,Rentado,Preparatoria,De 51 a 60
30/10/2024 19:05,25.6819,-100.2631,Alberto Balderas Gómez,Miscelanea o Tienda de Abarrotes,Sí,súper enriques,Monterrey,1980,3,3,Aumente,,,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Poco,Moderado,Moderado,Sí,No,Sí,No,Sí,No,,Los requerimientos de garantía son muy altos,Sí,,"10,000",06:00 a. m.,09:00 p. m.,Hombre,Rentado,Universidad y más,De 51 a 60
30/10/2024 19:34,25.7933,-100.1863,Alejandro Toledo Vides,Miscelanea o Tienda de Abarrotes,No,Súper Boulevard ,Monterrey,1980,4,4,Permanezca igual,,,Igual,Por la competencia de Oxxo y por la permanencia de las personas alrededor,Mayores,Disminuyó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Nada,Moderado,Moderado,Poco,No,Sí,No,No,Sí,No,,No necesito un crédito,No,Porque sería muy complicado administrarlo,3000,07:00 a. m.,10:00 p. m.,Hombre,Rentado,Universidad y más,Más de 60
30/10/2024 20:12,25.7933,-100.1863,Jesús Antonio Fonseca López ,Miscelanea o Tienda de Abarrotes,No,Abarrotes don tino,Monterrey,1989,4,0,Permanezca igual,,,Igual,Mismos productos,Iguales,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Algo,Nada,Moderado,Moderado,No,No,No,No,Sí,No,,No necesito un crédito,No,Porque sería muy complicado administrarlo,18000,06:30 a. m.,10:30 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
30/10/2024 20:40,25.7933,-100.1863,Alejandro Toledo Vides,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Mimi,Monterrey,1990,2,2,Permanezca igual,,,Mejor,Construcción de nuevo edificio,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Nada,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,40000,07:00 a. m.,10:00 p. m.,Hombre,Propio,Secundaria,De 51 a 60
30/10/2024 22:17,25.7933,-100.1863,Jesús Antonio Fonseca López ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Ramos,Monterrey,1999,2,2,Permanezca igual,,,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Mucho,Poco,No,No,No,No,No,No,,No necesito un crédito,Sí,,15000,08:00 a. m.,10:00 p. m.,Mujer,Propio,Secundaria,De 51 a 60
30/10/2024 22:55,25.7933,-100.1863,Alejandro Toledo Vides,Miscelanea o Tienda de Abarrotes,Sí,Miscelánea Doña Ene,Monterrey,1980,2,2,Permanezca igual,,,Igual,Mercado fijo,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Poco,Nada,Poco,Nada,No,Sí,Sí,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,0,08:00 a. m.,09:00 p. m.,Mujer,Propio,Universidad y más,Más de 60
30/10/2024 23:09,24.4692,-107.4351,Maximiliano Osuna Zatarain,Miscelanea o Tienda de Abarrotes,No,Don Chuy,Sinaloa,1980,0 - Sólo trabaja el dueño o dueña,1,Permanezca igual,,,Igual,.,Mayores,Aumentó,Incremente,Demsiado grande,Aumentó,Aumenten,Nada,Nada,Nada,Nada,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,,.,06:30 a. m.,12:30 p. m.,Hombre,Rentado,,Menos de 20
31/10/2024 10:44,25.6994,-100.5245,Israel Baltiérrez,Fondita/Mini Resutaurante,No,Tortas Uruguayas Esquivel,Monterrey,2004,3,3,Permanezca igual,,,Mejor,"Se acercan las épocas navideñas y hay más eventos en el Tecnológico, lo cual trae más clientes. ",Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Algo,Nada,No,No,No,No,No,No,N/A,No necesito un crédito,Sí,,30000,12:30 p. m.,10:00 p. m.,Hombre,Propio,Universidad y más,De 31 a 40
31/10/2024 11:22,25.6994,-100.5245,Israel Baltiérrez,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Fresno,Monterrey,1980,1,1,Permanezca igual,,,Peor,"El local se encuentra cerca de un parque, y sualmente solo compran los mismos clientes",Iguales,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Nada,No,No,No,No,No,No,N/A,No necesito un crédito,No,Porque sería muy complicado administrarlo,N/A,08:00 a. m.,09:00 p. m.,Hombre,Propio,Secundaria,Más de 60
31/10/2024 13:16,25.6641,-100.3178,Jesús Antonio Fonseca López ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Marroquín ,Monterrey,1984,0 - Sólo trabaja el dueño o dueña,1,Permanezca igual,,,Igual,Porque todo se ha mantenido normal,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Poco,No,No,No,No,No,No,Ahorros propios,No necesito un crédito,No,Porque sería muy complicado administrarlo,0,06:00 a. m.,09:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
31/10/2024 13:39,25.6641,-100.3178,Benjamín,Miscelanea o Tienda de Abarrotes,No,Abarrotes Contreras,Monterrey,2020,2,2,Permanezca igual,,,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Poco,No,No,Sí,No,No,Sí,,No necesito un crédito,Sí,,50 mil,08:00 a. m.,10:00 p. m.,Hombre,Rentado,Universidad y más,De 31 a 40
31/10/2024 14:24,19.4342,-99.0559,Andrea Quintana,Miscelanea o Tienda de Abarrotes,Sí,Súper Carnes Contry,Monterrey,1980,5,5,Permanezca igual,,,Igual,"Porque la colonia es de personas mayores que ya son clientes frecuentes, además ofrecen servicio a domicilio",Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Poco,No,Sí,Sí,No,No,No,,No necesito un crédito,Sí,,"30,000",09:00 a. m.,10:00 p. m.,Hombre,Rentado,Universidad y más,De 51 a 60
31/10/2024 14:24,25.6641,-100.3178,Marco Antonio Espinosa Cervantes ,Miscelanea o Tienda de Abarrotes,No,Mini Super Primavera,Monterrey,2024,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,,,Mejor,Por la primaria,Menores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Mucho,Mucho,Sí,Sí,No,No,No,Sí,Tarjetas,Las tasas de interés son muy altas,Sí,,Ninguno,11:00 a. m.,07:30 p. m.,Mujer,Rentado,Universidad y más,De 21 a 30
31/10/2024 14:26,25.6641,-100.3178,Benjamin Baieli,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Ramírez ,Monterrey,2007,2,2,Aumente,,,Mejor,Temporada,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Poco,Nada,Nada,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,10000,09:00 a. m.,11:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
31/10/2024 14:31,19.4342,-99.0559,Andrea Quintana,Miscelanea o Tienda de Abarrotes,No,Quick Service,Monterrey,1990,6,6,Permanezca igual,,,Igual,"Las ventas cambian por temporada, en tiempo de frio disminuyen, en calor aumentan, en quincena suben",Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Mucho,Nada,Algo,Mucho,No,Sí,No,No,No,No,,Las tasas de interés son muy altas,Sí,,"40,000",08:00 a. m.,11:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
